CAMPUS,CAMPNAME,CNTYNAME,COUNTY,DISTNAME,DISTRICT,REGION
'015806101,DR HARMON W KELLEY EL,BEXAR,'015,SCHOOL OF EXCELLENCE IN EDUCATION,'015806,'20
'015806106,DR DAVID C WALKER EL,BEXAR,'015,SCHOOL OF EXCELLENCE IN EDUCATION,'015806,'20
'015807001,SOUTHWEST PREPARATORY SCHOOL,BEXAR,'015,SOUTHWEST PREPARATORY SCHOOL,'015807,'20
'015807002,SOUTHWEST PREPARATORY SOUTHEAST CA,BEXAR,'015,SOUTHWEST PREPARATORY SCHOOL,'015807,'20
'015807004,SOUTHWEST PREPARATORY SCHOOL-NORTH,BEXAR,'015,SOUTHWEST PREPARATORY SCHOOL,'015807,'20
'015807005,NEW DIRECTIONS,BEXAR,'015,SOUTHWEST PREPARATORY SCHOOL,'015807,'20
'015807101,SOUTHWEST PREP NORTHWEST EL,BEXAR,'015,SOUTHWEST PREPARATORY SCHOOL,'015807,'20
'015807102,SEGUIN EL,BEXAR,'015,SOUTHWEST PREPARATORY SCHOOL,'015807,'20
'015808001,JHW INSPIRE ACADEMY - AFTON OAKS,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015808003,JHW INSPIRE ACADEMY - HAYS COUNTY,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015808007,JHW INSPIRE ACADEMY - ROCKDALE,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015808009,ANNE FRANK INSPIRE ACADEMY,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015808010,JHW INSPIRE ACADEMY - MERIDELL,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015808011,JHW INSPIRE ACADEMY - WILLIAMS HOU,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015808012,JHW INSPIRE ACADEMY - LEGACY RANCH,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015808014,JHW INSPIRE ACADEMY - BELL COUNTY,BEXAR,'015,INSPIRE ACADEMIES,'015808,'20
'015809101,BEXAR COUNTY ACADEMY,BEXAR,'015,BEXAR COUNTY ACADEMY,'015809,'20
'015814001,POSITIVE SOLUTIONS CHARTER,BEXAR,'015,POSITIVE SOLUTIONS CHARTER SCHOOL,'015814,'20
'015815001,HERITAGE ACADEMY OF WINDCREST,BEXAR,'015,HERITAGE ACADEMY,'015815,'20
'015815041,HERITAGE ACADEMY OF DEL RIO,BEXAR,'015,HERITAGE ACADEMY,'015815,'20
'015815042,HERITAGE ACADEMY OF DEL RIO MIDDLE,BEXAR,'015,HERITAGE ACADEMY,'015815,'20
'015815101,HERITAGE ACADEMY,BEXAR,'015,HERITAGE ACADEMY,'015815,'20
'015815104,HERITAGE ACADEMY OF SAN ANTONIO,BEXAR,'015,HERITAGE ACADEMY,'015815,'20
'015822001,JUBILEE SAN ANTONIO,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822002,JUBILEE HIGHLAND HILLS,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822004,JUBILEE - LAKE VIEW UNIVERSITY PRE,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822005,JUBILEE HIGHLAND PARK,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822006,JUBILEE KINGSVILLE,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822007,JUBILEE LIVING WAY,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822008,JUBILEE HARLINGEN,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822009,JUBILEE WELLS BRANCH,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822010,JUBILEE BROWNSVILLE,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015822011,JUBILEE LEADERSHIP ACADEMY,BEXAR,'015,JUBILEE ACADEMIES,'015822,'20
'015825001,LIGHTHOUSE CHARTER SCHOOL - B CAMP,BEXAR,'015,LIGHTHOUSE CHARTER SCHOOL,'015825,'20
'015825101,LIGHTHOUSE CHARTER SCHOOL,BEXAR,'015,LIGHTHOUSE CHARTER SCHOOL,'015825,'20
'015827001,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'20
'015827002,SCHOOL OF SCIENCE AND TECHNOLOGY -,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'20
'015827003,SCHOOL OF SCIENCE AND TECHNOLOGY H,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'20
'015827004,SCHOOL OF SCIENCE AND TECHNOLOGY E,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY,'015827,'20
'015828001,HARMONY SCIENCE ACAD (SAN ANTONIO),BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015828002,HARMONY SCHOOL OF INNOVATION - SAN,BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015828003,HARMONY SCIENCE ACADEMY - LAREDO,BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015828004,HARMONY SCHOOL OF INNOVATION - LAR,BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015828005,HARMONY SCIENCE ACADEMY - BROWNSVI,BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015828006,HARMONY SCHOOL OF EXCELLENCE - SAN,BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015828007,HARMONY SCHOOL OF INNOVATION - BRO,BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015828008,HARMONY SCHOOL OF EXCELLENCE - LAR,BEXAR,'015,HARMONY SCIENCE ACAD (SAN ANTONIO),'015828,'20
'015830001,BROOKS ACADEMY OF SCIENCE AND ENGI,BEXAR,'015,BROOKS ACADEMIES OF TEXAS,'015830,'20
'015830101,BROOKS COLLEGIATE ACADEMY,BEXAR,'015,BROOKS ACADEMIES OF TEXAS,'015830,'20
'015830102,BROOKS ACADEMY LONESTAR,BEXAR,'015,BROOKS ACADEMIES OF TEXAS,'015830,'20
'015830103,BROOKS ACADEMY OAKS,BEXAR,'015,BROOKS ACADEMIES OF TEXAS,'015830,'20
'015831001,SCHOOL OF SCIENCE AND TECHNOLOGY D,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'20
'015831002,SCHOOL OF SCIENCE AND TECHNOLOGY C,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'20
'015831003,SCHOOL OF SCIENCE AND TECHNOLOGY A,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'20
'015831004,SCHOOL OF SCIENCE AND TECHNOLOGY N,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'20
'015831005,SCHOOL OF SCIENCE AND TECHNOLOGY S,BEXAR,'015,SCHOOL OF SCIENCE AND TECHNOLOGY D,'015831,'20
'015833001,HENRY FORD ACADEMY ALAMEDA SCHOOL,BEXAR,'015,HENRY FORD ACADEMY ALAMEDA SCHOOL,'015833,'20
'015834001,BASIS SAN ANTONIO- SHAVANO CAMPUS,BEXAR,'015,BASIS TEXAS,'015834,'20
'015834002,BASIS SAN ANTONIO- PRI NORTH CENTR,BEXAR,'015,BASIS TEXAS,'015834,'20
'015834101,BASIS SAN ANTONIO PRI- MEDICAL CEN,BEXAR,'015,BASIS TEXAS,'015834,'20
'015835001,GREAT HEARTS MONTE VISTA,BEXAR,'015,GREAT HEARTS TEXAS,'015835,'20
'015835002,GREAT HEARTS MONTE VISTA NORTH,BEXAR,'015,GREAT HEARTS TEXAS,'015835,'20
'015835003,GREAT HEARTS NORTHERN OAKS,BEXAR,'015,GREAT HEARTS TEXAS,'015835,'20
'015835004,GREAT HEARTS IRVING,BEXAR,'015,GREAT HEARTS TEXAS,'015835,'20
'015835005,GREAT HEARTS WESTERN HILLS,BEXAR,'015,GREAT HEARTS TEXAS,'015835,'20
'015836001,ELEANOR KOLITZ HEBREW LANGUAGE ACA,BEXAR,'015,ELEANOR KOLITZ HEBREW LANGUAGE ACA,'015836,'20
'015838001,COMPASS ROSE ACADEMY,BEXAR,'015,COMPASS ROSE ACADEMY,'015838,'20
'015901001,ALAMO HEIGHTS H S,BEXAR,'015,ALAMO HEIGHTS ISD,'015901,'20
'015901041,ALAMO HEIGHTS J H,BEXAR,'015,ALAMO HEIGHTS ISD,'015901,'20
'015901101,CAMBRIDGE EL,BEXAR,'015,ALAMO HEIGHTS ISD,'015901,'20
'015901102,HOWARD EL,BEXAR,'015,ALAMO HEIGHTS ISD,'015901,'20
'015901104,WOODRIDGE EL,BEXAR,'015,ALAMO HEIGHTS ISD,'015901,'20
'015904001,HARLANDALE H S,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904002,MCCOLLUM H S,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904003,HAC DAEP H S,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904004,FRANK M TEJEDA ACADEMY,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904007,BEXAR CO J J A E P,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904008,HARLANDALE ALTERNATIVE CENTER BOOT,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904010,FENLEY TRANSITIONAL H S,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904011,HARLANDALE ISD STEM ECHS-ALAMO COL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904041,HARLANDALE MIDDLE,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904042,A LEAL JR MIDDLE,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904043,TERRELL WELLS MIDDLE,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904044,KINGSBOROUGH MIDDLE,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904045,HAC DAEP MIDDLE,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904046,HARLANDALE ALTERNATIVE CENTER BOOT,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904047,FENLEY TRANSITIONAL MIDDLE,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904048,TEJEDA JUNIOR ACADEMY,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904101,CARROLL BELL EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904102,BELLAIRE EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904103,COLLIER EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904104,COLUMBIA HEIGHTS EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904105,STONEWALL/FLANDERS EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904106,V M ADAMS EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904107,GILLETTE EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904108,H W SCHULZE EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904109,MORRILL EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904110,RAYBURN EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904113,VESTAL EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904114,WRIGHT EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904115,JEWEL C WIETZEL CENTER,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904116,E H GILBERT EL,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015904117,COLLIER DAEP,BEXAR,'015,HARLANDALE ISD,'015904,'20
'015905002,JOHN F KENNEDY H S,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905003,MEMORIAL H S,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905010,BEXAR CO J J A E P,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905015,STEAM AT THE FINE ARTS ACADEMY,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905041,BRENTWOOD MIDDLE,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905042,ALTERNATIVE CENTER,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905044,E T WRENN MIDDLE,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905046,GUS GARCIA MIDDLE,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905104,ROY CISNEROS EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905106,ALONSO S PERALES EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905108,GARDENDALE EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905109,L B JOHNSON EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905110,LAS PALMAS EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905112,LOMA PARK EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905113,ROOSEVELT EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905114,STAFFORD EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905116,WINSTON EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905117,H B GONZALEZ EL,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905118,CARDENAS CENTER,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015905125,STAFFORD CENTER,BEXAR,'015,EDGEWOOD ISD,'015905,'20
'015906001,RANDOLPH H S,BEXAR,'015,RANDOLPH FIELD ISD,'015906,'20
'015906041,RANDOLPH MIDDLE,BEXAR,'015,RANDOLPH FIELD ISD,'015906,'20
'015906101,RANDOLPH EL,BEXAR,'015,RANDOLPH FIELD ISD,'015906,'20
'015907001,BRACKENRIDGE H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907002,BURBANK H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907003,EDISON H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907004,FOX TECHNICAL H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907005,HIGHLANDS H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907006,HOUSTON H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907007,JEFFERSON H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907008,LANIER H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907010,ESTRADA ACHIEVEMENT CTR,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907020,JJA,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907022,TRAVIS EARLY COLLEGE H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907023,YOUNG WOMEN'S LEADERSHIP ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907024,COOPER ACADEMY AT NAVARRO,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907025,ST PHILIP'S COLLEGE EARLY COLLEGE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907026,ADVANCED LEARNING ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907027,CAST TECH H S,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907030,TEXANS CAN ACADEMY AT HIGHLANDS H,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907043,DAVIS MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907047,HARRIS MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907049,IRVING MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907050,LONGFELLOW MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907051,LOWELL MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907053,PAGE MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907054,POE MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907055,RHODES MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907057,ROGERS MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907059,WHITTIER MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907061,TAFOLLA MIDDLE,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907064,BREWER ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907101,ARNOLD EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907103,CHARLES C BALL ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907105,BASKIN EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907106,BEACON HILL ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907107,BONHAM ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907110,J T BRACKENRIDGE EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907112,BRISCOE EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907114,CAMERON EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907116,COLLINS GARDEN EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907117,AGNES COTTON ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907118,DAVID CROCKETT ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907119,DOUGLASS ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907121,DE ZAVALA EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907123,FENWICK ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907124,MURIEL FORBES ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907125,FOSTER ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907126,FRANKLIN EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907127,GATES EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907129,CHARLES GRAEBNER EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907131,ROBERT B GREEN ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907132,HERFF ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907134,HIGHLAND HILLS EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907135,HIGHLAND PARK EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907136,HILLCREST EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907137,HIRSCH EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907138,IRVING DUAL LANGUAGE ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907139,HUPPERTZ EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907140,RODRIGUEZ EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907141,ELOISE JAPHET ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907142,M L KING ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907143,GEORGE E KELLY EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907144,SARAH S KING EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907146,LAMAR EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907147,BOWDEN ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907148,MADISON EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907149,MARGIL ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907150,MAVERICK EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907153,DORIE MILLER EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907155,NEAL EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907157,OGDEN ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907158,PERSHING EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907160,RIVERSIDE PARK ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907161,ROGERS ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907162,DAVID BARKLEY/FRANCISCO RUIZ EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907163,MARK TWAIN DUAL LANGUAGE ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907164,SCHENCK EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907165,SMITH EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907166,STEELE MONTESSORI ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907168,P F STEWART EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907169,STORM EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907172,WASHINGTON EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907174,WILSON EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907175,WOODLAWN ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907176,WOODLAWN HILLS EL,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907177,YOUNG MEN'S LEADERSHIP ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907179,HAWTHORNE PK-8 ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907180,JT BRACKENRIDGE DAEP,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907182,HEALY-MURPHY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907184,CHRISTUS SANTA ROSA,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907186,SEIDEL LEARNING CENTER,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907195,JUVENILE DETENT CTR,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907201,CHILDREN'S SHELTER OF SA,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907202,HEALY MURPHY PK,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907210,MISSION ACADEMY,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907239,SAISD - PK 4 SA,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907240,CARROLL EARLY CHILDHOOD CAMPUS,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907241,CARVAJAL EARLY CHILDHOOD CAMPUS,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907242,KNOX EARLY CHILDHOOD CAMPUS,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907244,TYNAN EARLY CHILDHOOD CAMPUS,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907245,NELSON EARLY CHILDHOOD CAMPUS,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015907246,GONZALES EARLY CHILDHOOD CAMPUS,BEXAR,'015,SAN ANTONIO ISD,'015907,'20
'015908001,SOUTH SAN ANTONIO H S,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908037,BEXAR CO J J A E P,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908041,DWIGHT MIDDLE,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908042,ALAN B SHEPARD MIDDLE,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908044,ROBERT C ZAMORA MIDDLE,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908104,HUTCHINS EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908105,KINDRED EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908106,PALO ALTO EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908107,PRICE EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908108,FRANK MADLA EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908109,FIVE PALMS EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908110,NEIL ARMSTRONG EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908112,MIGUEL CARRILLO JR EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015908113,ROY BENAVIDEZ EL,BEXAR,'015,SOUTH SAN ANTONIO ISD,'015908,'20
'015909001,SOMERSET H S,BEXAR,'015,SOMERSET ISD,'015909,'20
'015909006,SHIRLEEN ZACHARIAS EARLY CLGE LEAD,BEXAR,'015,SOMERSET ISD,'015909,'20
'015909041,SOMERSET J H,BEXAR,'015,SOMERSET ISD,'015909,'20
'015909101,SOMERSET EL,BEXAR,'015,SOMERSET ISD,'015909,'20
'015909103,SOMERSET EARLY CHILDHOOD EL,BEXAR,'015,SOMERSET ISD,'015909,'20
'015909104,S/SGT MICHAEL P BARRERA VETERANS E,BEXAR,'015,SOMERSET ISD,'015909,'20
'015909105,SAVANNAH HEIGHTS INT,BEXAR,'015,SOMERSET ISD,'015909,'20
'015910001,LEGACY OF EDUCATIONAL EXCELLENCE H,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910002,MACARTHUR H S,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910003,CHURCHILL H S,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910004,ROOSEVELT H S,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910005,MADISON H S,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910007,REAGAN H S,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910008,ACADEMY OF CREATIVE ED,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910009,INTERNATIONAL SCHOOL OF AMERICA,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910012,ALTER H S,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910014,JOHNSON H S,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910022,NORTH EAST J J A E P,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910041,EISENHOWER MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910042,GARNER MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910043,KRUEGER MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910044,NIMITZ MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910045,JACKSON MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910046,WHITE MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910047,WOOD MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910048,BRADLEY MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910049,DRISCOLL MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910050,BUSH MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910053,ALTER MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910054,HOMEBASED COMP ED,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910056,TEJEDA MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910057,LOPEZ MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910058,HARRIS MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
'015910059,HILL MIDDLE,BEXAR,'015,NORTH EAST ISD,'015910,'20
